Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	divide	multiply	add
of Skill	100	1	1	25	60	31				1	50	oskill	Raven	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Plague Poppy	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Wearwolf	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Shape Shifting	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Firestorm	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Oak Sage	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Summon Spirit Wolf	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Wearbear	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Molten Boulder	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Arctic Blast	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Cycle of Life	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Feral Rage	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Maul	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Eruption	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Cyclone Armor	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Heart of Wolverine	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Summon Fenris	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Rabies	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Fire Claws	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Twister	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Vines	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Hunger	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Shock Wave	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Volcano	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Tornado	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Spirit of Barbs	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Summon Grizzly	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Fury	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Armageddon	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Hurricane	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Fire Trauma	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Claw Mastery	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Psychic Hammer	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Tiger Strike	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Dragon Talon	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Shock Field	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Blade Sentinel	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Quickness	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Fists of Fire	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Dragon Claw	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Charged Bolt Sentry	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Wake of Fire Sentry	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Weapon Block	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Cloak of Shadows	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Cobra Strike	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Blade Fury	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Fade	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Shadow Warrior	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Claws of Thunder	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Dragon Tail	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Lightning Sentry	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Inferno Sentry	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Mind Blast	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Blades of Ice	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Dragon Flight	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Death Sentry	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Blade Shield	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Venom	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Shadow Master	2	3	regen		-5	-5							lcha	jewl									0	0	0
of Skill	100	1	1	25	60	31				1	50	oskill	Royal Strike	2	3	regen		-5	-5							lcha	jewl									0	0	0
																																						
of Skill	100	1	1	50	80	61				1	50	oskill	Magic Arrow	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Fire Arrow	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Inner Sight	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Critical Strike	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Jab	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Cold Arrow	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Multiple Shot	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Dodge	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Power Strike	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Poison Javelin	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Exploding Arrow	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Slow Missiles	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Avoid	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Impale	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Lightning Bolt	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Ice Arrow	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Guided Arrow	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Penetrate	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Charged Strike	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Plague Javelin	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Strafe	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Immolation Arrow	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Dopplezon	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Evade	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Fend	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Freezing Arrow	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Valkyrie	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Pierce	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Lightning Strike	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Lightning Fury	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Fire Bolt	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Warmth	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Charged Bolt	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Ice Bolt	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Frozen Armor	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Inferno	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Static Field	3	6	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Telekinesis	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Frost Nova	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Ice Blast	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Blaze	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Fire Ball	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Nova	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Lightning	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Shiver Armor	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Fire Wall	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Enchant	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Chain Lightning	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Teleport	3	6	regen		-11	-11							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Glacial Spike	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Meteor	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Thunder Storm	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Energy Shield	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Blizzard	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Chilling Armor	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Fire Mastery	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Hydra	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Lightning Mastery	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Frozen Orb	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Cold Mastery	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Amplify Damage	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Teeth	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Bone Armor	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Skeleton Mastery	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Raise Skeleton	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Dim Vision	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Weaken	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Poison Dagger	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Corpse Explosion	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Clay Golem	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Iron Maiden	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Terror	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Bone Wall	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Golem Mastery	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Raise Skeletal Mage	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Confuse	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Life Tap	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Poison Explosion	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Bone Spear	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	BloodGolem	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Attract	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Decrepify	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Bone Prison	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Summon Resist	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	IronGolem	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Lower Resist	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Poison Nova	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Bone Spirit	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	FireGolem	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Revive	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Sacrifice	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Smite	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Might	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Prayer	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Resist Fire	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Holy Bolt	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Holy Fire	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Thorns	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Defiance	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Resist Cold	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Zeal	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Charge	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Blessed Aim	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Cleansing	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Resist Lightning	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Vengeance	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Blessed Hammer	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Concentration	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Holy Freeze	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Vigor	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Conversion	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Holy Shield	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Holy Shock	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Sanctuary	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Meditation	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Fist of the Heavens	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Fanaticism	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Conviction	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Redemption	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Salvation	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Bash	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Sword Mastery	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Axe Mastery	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Mace Mastery	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Howl	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Find Potion	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Leap	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Double Swing	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Pole Arm Mastery	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Throwing Mastery	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Spear Mastery	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Taunt	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Shout	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Stun	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Double Throw	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Increased Stamina	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Find Item	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Leap Attack	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Concentrate	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Iron Skin	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Battle Cry	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Frenzy	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Increased Speed	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Battle Orders	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Grim Ward	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Whirlwind	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Berserk	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Natural Resistance	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	War Cry	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Battle Command	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Raven	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Plague Poppy	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Wearwolf	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Shape Shifting	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Firestorm	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Oak Sage	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Summon Spirit Wolf	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Wearbear	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Molten Boulder	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Arctic Blast	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Cycle of Life	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Feral Rage	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Maul	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Eruption	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Cyclone Armor	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Heart of Wolverine	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Summon Fenris	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Rabies	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Fire Claws	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Twister	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Vines	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Hunger	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Shock Wave	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Volcano	3	6	regen		-8	-8							lcha	jewl									0	0	0
of Skill	100	1	1	50	80	61				1	50	oskill	Tornado	3	6	regen		-8	-8							lcha	jewl									0	0	0
